"plataforma","condicion","video_id","y","ok","prob","etiqueta","ioi","aoc","ebt","razon"
"Youtube","Metadata","p-dSORvlAIY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses personal experience and importance of struggle, no medical claims or interventions mentioned."
"Youtube","Metadata","lREzP3sDYUI",0,TRUE,0.2,0,"not applicable","not applicable","not applicable","Video title suggests helpful tips, but no specific claims made, so likely not misinformation"
"Youtube","Metadata","xaxEHT1nDdM",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes a community fundraiser and charity event, does not provide medical information or advice."
"Youtube","Metadata","WMlYOjBMoMQ",0,TRUE,0,0,"not violated","not violated","not violated","Video advises seeking official diagnosis and mentions meditation as a complementary tool, without making false claims."
"Youtube","Metadata","YEH73NCYX34",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video presents a prayer for anxiety, which is a personal experience and not a medical claim."
"Youtube","Metadata","l1iHYY5H8mg",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests general mental health awareness, no specific claims made"
"Youtube","Metadata","FqohaPpqpjc",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes self-care and motivation, without providing false medical claims or discouraging evidence-based treatments."
"Youtube","Metadata","kGvNjCClf9g",1,TRUE,0.9,1,"violated","violated","violated","Speed and wealth are not established causes of depression prevention, contradicting medical consensus."
"Youtube","Metadata","T3No207BAOc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a lighthearted, non-medical content promoting a food-related concept."
"Youtube","Metadata","TsJEz8SNvWs",0,TRUE,0,0,"not applicable","not violated","not applicable","Video only discusses awareness and warning signs, no medical claims or interventions mentioned"
"Youtube","Metadata","2GHRJva4ixY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be about AI-generated art, not mental health information."
"Youtube","Metadata","x-4q_BVbLyk",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses personal experience and emotional response to children's anxiety, without providing medical claims or interventions."
"Youtube","Metadata","f4aNsjG6DSc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a humorous anecdote, not providing mental health information."
"Youtube","Metadata","sNmdOlHw9tA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal account of anxiety, no medical claims or interventions mentioned."
"Youtube","Metadata","azSOkDF_I4w",0,TRUE,0,0,"not applicable","not violated","not applicable","Video shares personal experience, does not provide medical claims or interventions."
"Youtube","Metadata","Ru3mYwN_Pfo",0,TRUE,0,0,"not applicable","not violated","not applicable","Video title promotes a positive message without providing any medical claims."
"Youtube","Metadata","VCE2qCzOlKY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video does not provide information on interventions, alignment with medical consensus, or evidence-based treatment."
"Youtube","Metadata","ibXssa_Usdw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal account of living with AuDHD, no medical claims or interventions discussed."
"Youtube","Metadata","sN3Cp_fuIlo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a fictional, entertainment-based content with no apparent mental health claims or information."
"Youtube","Metadata","AhJqmzBow4E",0,TRUE,0,0,"not applicable","not violated","not violated","Video does not provide medical claims, instead encourages seeking professional help."
"Youtube","Metadata","8e8lN2GvYv0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes awareness and acceptance of autism, does not contain medical claims."
"Youtube","Metadata","5n5CE4J4IZE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a spiritual/religious message, not providing medical information or interventions."
"Youtube","Metadata","ftnS5k1Exlk",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests personal experience, no medical claims apparent"
"Youtube","Metadata","AndZjQMrwyQ",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a general discussion on ADHD and procrastination, no specific medical claims or interventions mentioned."
"Youtube","Metadata","UJLwNZ0tld0",1,TRUE,0.9,1,"violated","violated","violated","Video claims to cure depression with no evidence-based interventions, contradicting medical consensus."
"Youtube","Metadata","l4MMRInq7M4",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general information about PTSD without promoting unproven treatments or contradicting medical consensus."
"Youtube","Metadata","_-pjwq437YA",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal account of living with bipolar disorder, without any medical claims or interventions."
"Youtube","Metadata","hF9dLAw1boE",1,TRUE,0.8,1,"not applicable","violated","not applicable","Video denies a causal link between trans identity and suicidal ideation, contradicting medical consensus."
"Youtube","Metadata","TQfZhNUPN9s",1,TRUE,0.8,1,"not violated","violated","not violated","Claims contradict current scientific consensus on transgender treatment, citing 'false ideology' and 'experimental medicalization'."
"Youtube","Metadata","RFuSrSuzCc0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides a general definition of acute trauma without promoting misinformation or unproven treatments."
"Youtube","Metadata","po6qn9DJGaU",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal, emotional expression rather than a medical claim."
"Youtube","Metadata","Vn1S5EsD45o",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal experience and awareness message about ADHD in women, without any medical claims."
"Youtube","Metadata","9voN1pzwTks",1,FALSE,NA,NA,NA,NA,NA,NA
"Youtube","Metadata","45Bc03Di7UU",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video description does not contain any mental health information or claims."
"Youtube","Metadata","wqBAohnacCk",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses a widely accepted concept in psychology: tolerance can lead to increased anxiety when substance use is stopped or reduced."
"Youtube","Metadata","PiEVS3tewbE",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal account of living with OCD, no medical claims or misinformation."
"Youtube","Metadata","ghs3oO8vIqI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a tour of a Disney house, no mental health information provided"
"Youtube","Metadata","vTLI3fmlJdI",0,TRUE,0,0,"not violated","not violated","not violated","Video presents accurate information on progesterone's role in anxiety and natural ways to increase progesterone levels."
"Youtube","Metadata","HBIfl_o93cU",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general advice on managing stress and anxiety, without making any false medical claims."
"Youtube","Metadata","pBt9OAs3YaU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video does not provide any mental health information or claims."
"Youtube","Metadata","P8iIZmo73uY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote about a relationship issue, not providing medical information."
"Youtube","Metadata","cmNAny-l6dU",0,TRUE,0.2,0,"not applicable","not applicable","not applicable","Video title suggests misinformation, but no content is available to assess"
"Youtube","Metadata","K8MoD7aEiwE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not contain any specific claims or information about mental health treatments or interventions."
"Youtube","Metadata","bCbnJrh_PLQ",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses personal experiences and coping mechanisms, no medical claims or misinformation."
"Youtube","Metadata","VJmHwDD4RV8",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general information about stress and counseling services without making any false medical claims."
"Youtube","Metadata","CFilk8vVBe8",1,TRUE,0.9,1,"violated","not applicable","not applicable","Unproven cure claim with no evidence or explanation"
"Youtube","Metadata","3fS21sjTNgk",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests educational content, no indication of misinformation"
"Youtube","Metadata","ViB1YrWjLcM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title and description do not contain mental health information"
"Youtube","Metadata","DKn5yUHYxhw",1,TRUE,0,0,"not applicable","not violated","not applicable","Video does not provide medical claims or interventions, only a personal anecdote."
"Youtube","Metadata","WLFVgnafcbM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video only asks about symptoms, no medical claims or interventions mentioned."
"Youtube","Metadata","7uDNYF-srTk",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides a worksheet to help determine diagnostic criteria and encourages talking to a doctor, promoting evidence-based treatment."
"Youtube","Metadata","IeFx75P7GyQ",1,TRUE,0,0,"not applicable","not violated","not violated","Video discusses potential reasons for antidepressant ineffectiveness, does not provide misinformation."
"Youtube","Metadata","G79hhCdPxlI",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general information on adderall shortage and offers tips for managing supplies, without promoting unproven treatments or contradicting medical consensus."
"Youtube","Metadata","1GPv1u9831I",0,TRUE,0,0,"not applicable","not violated","not violated","Video does not provide any mental health information or advice."
"Youtube","Metadata","pqsQjxDwKKI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a general, non-specific discussion on breath and mental health, no specific claims made."
"Youtube","Metadata","erbXyUpLVus",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote, no medical claims or interventions discussed."
"Youtube","Metadata","bd4AyyVJfSg",0,TRUE,0,0,"not applicable","not violated","not applicable","Video title appears to be sensationalized, but does not provide any mental health information."
"Youtube","Metadata","AN8G04sUFVc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a personal anecdote without any medical claims or advice."
"Youtube","Metadata","tV7ccFnV6z4",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a promotional event for a live session, no mental health information provided."
"Youtube","Metadata","AN2-DxCiPVA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title appears to be a commentary or critique, not providing medical information."
"Youtube","Metadata","lhuRuSguN_Y",1,TRUE,0.8,1,"not violated","violated","not violated","Kanye West's claim about a Jewish doctor diagnosing him with bipolar disorder and pumping him with meds contradicts medical consensus."
"Youtube","Metadata","nubEgLuWFTM",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claim contradicts established understanding of sociopathy and emotional regulation."
"Youtube","Metadata","qQnEeQpIjC0",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents a scientifically supported fact about the benefits of nature on mental health."
"Youtube","Metadata","4e9-6N3ffFA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a lighthearted, humorous post about ADHD and neurodivergence, without any medical claims."
"Youtube","Metadata","-slve8ec_1g",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests coping with anxiety, no specific claims made"
"Youtube","Metadata","wSpjYZWxG3E",0,FALSE,NA,NA,NA,NA,NA,NA
"Youtube","Metadata","ELNDPhTnqoQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal experience sharing, not providing medical information or advice."
"Youtube","Metadata","0F6rrGGTDCE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a comedy skit, not providing mental health information."
"Youtube","Metadata","xItwPY-G0wY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a discussion, but description lacks context and no claims are made."
"Youtube","Metadata","SsPFNgywqHQ",0,TRUE,0,0,"not applicable","not violated","not applicable","Video title and description do not contain specific medical claims or interventions."
"Youtube","Metadata","zNdct_3B_ZE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a humorous anecdote, not providing medical information or advice."
"Youtube","Metadata","501f2k1y9W0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests inspirational or awareness content, no medical claims apparent."
"Youtube","Metadata","lRaANJuKScE",0,TRUE,0,0,"not violated","not violated","not violated","Video provides accurate information on anxiety symptoms and evidence-based coping mechanisms."
"Youtube","Metadata","TpwGmyLf2Jk",1,TRUE,0,0,"not applicable","not applicable","not applicable","No specific information about interventions, consensus, or treatment provided."
"Youtube","Metadata","70FM7M62_TI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be an advertisement for a fidget toy calendar, no mental health claims made."
"Youtube","Metadata","BxGK5gI4WEw",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general sleep hygiene tips consistent with medical consensus and does not discourage evidence-based treatment."
"Youtube","Metadata","QLtouqQU3ME",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote or comedy sketch, not providing medical information."
"Youtube","Metadata","5q42Tj2Gw5U",0,TRUE,0,0,"not violated","not violated","not violated","Video discusses personal experience with schizophrenia while on medication, does not provide false medical claims."
"Youtube","Metadata","5a9SFaX_CEg",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal perspective on mental health, not providing medical claims or interventions."
"Youtube","Metadata","FGbvrsRdgEk",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal opinion piece, not providing medical claims or interventions."
"Youtube","Metadata","nKe9RIRDMVw",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on interventions, consensus, or treatment provided"
"Youtube","Metadata","fCOV4lbFrsE",0,TRUE,0,0,"not violated","not violated","not violated","Video accurately describes Generalized Anxiety Disorder and encourages seeking medical help."
"Youtube","Metadata","SdC_5B-iaDE",1,TRUE,0,0,"not applicable","not violated","not violated","Video appears to be a motivational clip with no medical claims or advice."
"Youtube","Metadata","s1gSdCkEf-o",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal vlog about recovery from anorexia, not providing medical advice or claims."
"Youtube","Metadata","QZYfVcw9gmU",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video discusses Disney Princess Theory, not mental health information or interventions."
"Youtube","Metadata","xTHHA9exb9s",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes seeking professional help and support, aligning with medical consensus."
"Youtube","Metadata","H5QI9xo1xOI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a general awareness message without specific medical claims."
"Youtube","Metadata","hF9DepIPI3I",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be educational and informative, no apparent false medical claims."
"Youtube","Metadata","NYVsd7vtdR8",0,TRUE,0.8,1,"not applicable","violated","not applicable","Denies existence of gender dysphoria as a valid mental health condition, contradicting medical consensus."
"Youtube","Metadata","jJjYkkDzEPM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a hypothetical future event, no specific mental health claims made"
"Youtube","Metadata","mf81s35klLg",0,TRUE,0,0,"not applicable","not violated","not applicable","Video title and description do not contain any specific claims about mental health treatments or interventions."
"Youtube","Metadata","Y5JhFV37kCI",0,TRUE,0.9,1,"violated","violated","violated","Claiming a 'cure' for anorexia, a complex and chronic disorder, suggests unproven or misleading information."
"Youtube","Metadata","HOBQ71mdMbg",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a general awareness message, not providing any specific medical claims or misinformation."
"Youtube","Metadata","GIaNwh8wdbo",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a humorous, relatable art piece, not providing medical information or advice."
"Youtube","Metadata","51dEvfAinZU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video criticizes Gabbie Hanna's mental health advice, does not provide any advice itself."
"Youtube","Metadata","RiN8krXH-_U",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal account of an individual's struggles with anorexia, without providing any medical claims or interventions."
"Youtube","Metadata","FQPz_dizvzA",1,TRUE,0,0,"not applicable","not violated","not applicable","Video does not provide any mental health information or claims, it appears to be a promotional video for Andrew Tate's channel and products."
"Youtube","Metadata","3lZiRXywXLY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a lighthearted, personal perspective on ADHD, no medical claims apparent."
"Youtube","Metadata","tuKjuJraO4A",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests self-medication, but no specific claims are made"
"Youtube","Metadata","S84Pjo0xgbQ",0,TRUE,0,0,"not violated","not violated","not violated","Video provides accurate information and promotes evidence-based treatment options."
"Youtube","Metadata","JaAM2Kc2ecM",1,TRUE,0,0,"not applicable","not violated","not applicable","Video does not provide specific mental health advice or interventions, and does not contradict medical consensus."
"Youtube","Metadata","v7BYFVUOlTM",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents a prayer for mental health, which is a personal experience and not a medical claim."
"Youtube","Metadata","-dcvAPBDhyg",0,TRUE,0,0,"not applicable","not violated","not applicable","Video title does not contain any medical claims or misinformation."
"Youtube","Metadata","uztpEwk2jFc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal experience or awareness message, not providing medical claims or interventions."
"Youtube","Metadata","-20cMQKcbtg",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote or joke, not providing any mental health information."
"Youtube","Metadata","8oTrRXdFZ3M",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a general awareness message about depression symptoms, no specific claims or interventions mentioned."
"Youtube","Metadata","wC5YCHS3pQ8",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a motivational sports video with no mental health information."
"Youtube","Metadata","3YiGN7OGnkQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video expresses frustration, not providing medical claims or advice."
"Youtube","Metadata","maxAwL3z2gs",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general information on vitamin D without making any claims about its effectiveness for anxiety or mental health."
"Youtube","Metadata","n5IEL3X1uqo",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides general information on BPD without making any false medical claims or promoting unproven treatments."
"Youtube","Metadata","8AOJJTXAEQs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a general awareness message without specific medical claims."
"Youtube","Metadata","R5W4r8ZIomE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal account of OCD symptoms, not providing medical claims or interventions."
"Youtube","Metadata","E-zt0lausAM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a general, non-medical, and non-clinical discussion of sensory activities."
"Youtube","Metadata","9R2VOeiPMAA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and discussion, no explicit medical claims"
"Youtube","Metadata","H6DQDcgH9-o",1,TRUE,0.8,1,"not applicable","violated","not applicable","Claims schizophrenia as a spiritual gift contradict medical consensus on its diagnosis and treatment."
"Youtube","Metadata","jSYT7raFRiI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a motivational clip with no medical claims or advice."
"Youtube","Metadata","eXkh4-YasF4",1,TRUE,0,0,"not applicable","not violated","not applicable","Video shares personal experience, does not provide medical claims or misinformation."
"Youtube","Metadata","dgSciNgu_Ac",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title and description do not provide any specific information about treatments or interventions."
"Youtube","Metadata","_d-pWbhC5yY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes autism acceptance and inclusion, with no medical claims or misinformation."
"Youtube","Metadata","GjWYdyrJlks",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote or motivational clip, lacking specific mental health information."
"Youtube","Metadata","ojiGCHY_9vU",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a supportive message, no specific claims made"
"Youtube","Metadata","FAr6GwkASl0",1,TRUE,0,0,"not applicable","not violated","not violated","Video discusses general dietary considerations for autism, without making specific, unsubstantiated claims."
"Youtube","Metadata","Py7ugezAlZs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal account of a panic attack, no medical claims or interventions mentioned."
"Youtube","Metadata","BAWG8zL87Ts",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote about ADHD and exercise, without any medical claims."
"Youtube","Metadata","ePYCbycBgn0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote about autism awareness, no medical claims made."
"Youtube","Metadata","D_EWjyZYnmQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title and description do not contain any specific claims or information about mental health interventions or treatments."
"Youtube","Metadata","qZT_3z5IEa0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video promotes personal reading experiences without making medical claims."
"Youtube","Metadata","22SU-5ni5vs",0,TRUE,0,0,"not applicable","not violated","not violated","Exercise has been consistently linked to improved mental health outcomes, including reduced symptoms of depression."
"Youtube","Metadata","GLb6Q9_XHHA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not imply any specific claims or information about ADHD treatments or interventions."
"Youtube","Metadata","Ym1BiBXciMA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal expression of art, not providing medical information or claims."
"Youtube","Metadata","Y83salNpzAo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video presents a prayer for anxiety, which is a personal experience and not a medical claim."
"Youtube","Metadata","fKFFzqe1uNI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not contain any medical claims or information."
"Youtube","Metadata","KgDEatZqooo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not contain any specific claims or information about mental health treatments or interventions."
"Youtube","Metadata","waVltXLvwaU",0,TRUE,0,0,"not violated","not violated","not violated","Video appears to be a legitimate sharing of Dr. Andrew Huberman's content, promoting general lifestyle tips and habits without making any false medical claims."
"Youtube","Metadata","GzvFeIvZHzw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a family vlog with no discussion of mental health interventions or treatments."
"Youtube","Metadata","4tTkgyql540",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote, not providing any mental health information."
"Youtube","Metadata","da4nMAEQYkQ",0,TRUE,1,1,"not applicable","violated","not applicable","Video denies existence of mental illness, implying it's caused by supernatural entities."
"Youtube","Metadata","jwIqKe_sOjY",0,TRUE,0.2,0,"not applicable","not violated","not applicable","Video title suggests a critical perspective on school's impact on mental health, but no specific claims are made."
"Youtube","Metadata","tVb3tRB-w8A",1,TRUE,0,0,"not applicable","not violated","not violated","Video presents personal testimony without making false medical claims or promoting unproven treatments."
"Youtube","Metadata","VLuoYiDExNM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title and description do not provide any information about mental health claims or interventions."
"Youtube","Metadata","r6gcPuVt4tg",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes evidence-based treatments for depression, such as psychotherapy and mindfulness, and does not contain any false medical claims."
"Youtube","Metadata","OPQ8OdMTtsY",1,TRUE,0,0,"not applicable","not violated","not applicable","Video provides accurate and informative content about autism spectrum disorder, promoting understanding and acceptance."
"Youtube","Metadata","Xjiz3HMQ69c",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents a motivational message without making any false medical claims about depression or its treatment."
"Youtube","Metadata","NySvMEf1Wl8",0,TRUE,0,0,"not violated","not violated","not violated","Video appears to be a promotional content with no medical claims or misinformation."
"Youtube","Metadata","2VlYe0cWCcc",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be educational and informative, listing unusual psychological disorders without promoting false claims or interventions."
"Youtube","Metadata","ttNsKrqSL5o",0,TRUE,0.8,1,"not applicable","violated","not applicable","Dopamine activity is not directly linked to schizophrenia; it's a complex neurochemical imbalance."
"Youtube","Metadata","n11vOGD4M2Y",0,TRUE,0,0,"not violated","not violated","not violated","Video presents acupuncture as a potential treatment for postnatal depression, without making any false claims or contradicting medical consensus."
"Youtube","Metadata","IqJE1fwddcE",0,TRUE,0.8,1,"not applicable","violated","not applicable","Video title suggests a sensationalized and potentially inaccurate portrayal of schizophrenia, contradicting medical consensus."
"Youtube","Metadata","3O3O_pXTk3g",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a prayer for OCD, not providing medical information or advice."
"Youtube","Metadata","9dmWYlmlDXs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not contain any specific claims or information about mental health treatments or interventions."
"Youtube","Metadata","ATXBlWWLhLM",0,TRUE,0,0,"not applicable","not violated","not violated","Video does not contain any medical claims or interventions, and appears to be a general introduction to the channel."
"Youtube","Metadata","TX4Iv1gEFd0",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses hypothetical scenario without promoting unproven treatments or contradicting medical consensus."
"Youtube","Metadata","wKlBUm9YM5Y",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal vlog about the creator's experience with anorexia recovery, without providing any medical claims or interventions."
"Youtube","Metadata","XIvgwh31Y0I",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and identification of depression, not treatment or intervention."
"Youtube","Metadata","ARvogi1ndzw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video discusses car model's market viability, not mental health."
"Youtube","Metadata","lu3NHn3zD4M",1,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a motivational or awareness message without specific medical claims."
"Youtube","Metadata","tBjzrJ-QrZ0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a heartwarming awareness campaign, promoting art and special education for children with autism, without any medical claims or misinformation."
"Youtube","Metadata","EpNQyQ6FSo0",0,TRUE,0.8,1,"violated","violated","violated","Video title suggests unproven or misleading claims about eliminating anxiety, potentially contradicting medical consensus."
"Youtube","Metadata","xj_NMYfRTAE",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides personal experience and awareness message without false medical claims."
"Youtube","Metadata","iHzrMT0u0ZA",0,TRUE,0,0,"not applicable","not violated","not applicable","Video does not provide information on interventions, alignment with medical consensus, or evidence-based treatment. It appears to be a promotional video for a YouTube channel."
"Youtube","Metadata","opNVstlrozg",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and nuance, no explicit medical claims"
"Youtube","Metadata","ShQVByme3fM",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal account of hallucinations, no medical claims or interventions discussed."
"Youtube","Metadata","9rHW2vN1SVQ",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses mental health's importance for weight loss, aligning with medical consensus."
"Youtube","Metadata","WlONLaUuCMs",0,TRUE,0,0,"not applicable","not violated","not applicable","Video title suggests awareness and support, no specific medical claims made"
"Youtube","Metadata","LZG6ocf28oY",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes general stress management techniques without making any false medical claims."
"Youtube","Metadata","F-LbUkIMwlY",1,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be satire or humorous commentary, not providing medical information or promoting unproven treatments."
"Youtube","Metadata","2XWIJLDTw3I",0,TRUE,0.8,1,"not applicable","violated","not applicable","The video implies that people are 'faking' autism, which contradicts medical consensus on autism spectrum disorder."
"Youtube","Metadata","Z2SUM-6uppg",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes evidence-based strategies for promoting mental health in the workplace."
"Youtube","Metadata","s0XDNfVwum8",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a lighthearted, personal expression with no medical claims."
"Youtube","Metadata","C7mOxPCRB6U",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal account of recovery, no medical claims made."
"Youtube","Metadata","azC_jsgJPF8",1,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be an introductory explanation of depression, without providing any specific interventions or treatments."
"Youtube","Metadata","vdymO4ejH4s",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a brief bio and does not contain any mental health information"
"Youtube","Metadata","gwlaME7KAz0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides general information and awareness about depression, without making any false medical claims or promoting unproven treatments."
"Youtube","Metadata","yEj9ReWx-4I",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal expression of anxiety, no medical claims made."
"Youtube","Metadata","un87txktclU",0,TRUE,0.2,0,"not applicable","not applicable","not applicable","No specific claims or information about interventions, consensus, or evidence-based treatment provided"
"Youtube","Metadata","V6UrhD7XKpw",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a summary of a scientific article, presenting accurate information about bipolar disorder."
"Youtube","Metadata","0zbuCsFFrxs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal vlog with affiliate links, no medical claims or misinformation."
"Youtube","Metadata","Z2-263iTC3o",0,TRUE,0,0,"not applicable","not applicable","not applicable","No specific claims or interventions mentioned in the video description."
"Youtube","Metadata","J94iXSoTrl8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses terminology and personal perspective, no medical claims or misinformation."
"Youtube","Metadata","Q5ydCZrGVak",0,TRUE,0.8,1,"violated","violated","not applicable","Claims energy healing as a treatment for depression without evidence."
